Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,iterator,iterator
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Iterator,iterator,java.util.Iterator,iterator,hasNext,has:next
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Iterator,iterator,java.util.Iterator,iterator,next,next
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceEnqueueRequest,trace:request
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.concurrent.BlockingQueue,blocking:queue,java.util.concurrent.BlockingQueue,blocking:queue,put,put
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceEnqueue,trace
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,InterruptedException,interrupted:exception,java.lang.InterruptedException,interrupted:exception,printStackTrace,print:stack:trace
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceEnqueueRequest,trace:request
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.concurrent.BlockingQueue,blocking:queue,java.util.concurrent.BlockingQueue,blocking:queue,put,put
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceEnqueue,trace
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,InterruptedException,interrupted:exception,java.lang.InterruptedException,interrupted:exception,printStackTrace,print:stack:trace
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.factory.Joiner,joiner,@JoinerClass,joiner:class,join,join
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,iterator,iterator
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Iterator,iterator,java.util.Iterator,iterator,hasNext,has:next
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Iterator,iterator,java.util.Iterator,iterator,next,next
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,iterator,iterator
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Iterator,iterator,java.util.Iterator,iterator,hasNext,has:next
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Iterator,iterator,java.util.Iterator,iterator,next,next
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Map,map,java.util.Map,map,put,put
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.KeyValue,key:value,@KeyValueClass,key:value:class,getKey,get:key
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.KeyValue,key:value,@KeyValueClass,key:value:class,getValue,get:value
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,merge,merge,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceAddedToMap,trace:added:to:map
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,terminate,terminate,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,Thread,thread,java.lang.Thread,thread,interrupt,interrupt
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,SlaveImpl,slave:impl
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,Thread,thread,java.lang.Thread,thread,Thread,thread
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,Thread,thread,java.lang.Thread,thread,setName,set:name
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.Slave,slave,@SlaveClass,slave:class,toString,to:string
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,Thread,thread,java.lang.Thread,thread,start,start
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,add,add
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,add,add
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.LinkedList,linked:list,java.util.LinkedList,linked:list,LinkedList,linked:list
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,add,add
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setNumThreads,set:num:threads,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,addPropertyChangeListener,add:property:change:listener,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,addPropertyChangeListener,add:property:change:listener
comp533.factory.ReducerFactory,reducer:factory,@ReducerFactory,reducer:factory,setReducer,set:reducer,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceSingletonChange,trace:singleton:change
comp533.factory.BarrierImpl,barrier:impl,@BarrierClass,barrier:class,barrier,barrier,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceBarrierWaitStart,trace:barrier:wait:start
comp533.factory.BarrierImpl,barrier:impl,@BarrierClass,barrier:class,barrier,barrier,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,java.lang.Object,object,java.lang.Object,object,wait,wait
